Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Final Mutual Inductance (nH)
0.12303999,0.16555272,30.615118,0.12163011,0.17242229,30.14801,0.54407823,0.14994307,5.000955,3.9916139,28.339445,22.617847,141.69533,113.09204,161.65115
0.087092854,0.45062992,20.466656,0.0861229,0.43952054,20.110214,0.6809623,0.14982271,5.000605,3.9918118,28.3391,22.618229,141.69482,113.09265,186.74673
0.11621265,0.24287614,30.64438,0.1158468,0.23669991,29.90999,0.5246014,0.15008004,5.0013075,3.9914107,28.339344,22.618792,141.69554,113.09233,143.3363
0.12765385,0.501882,8.8949795,0.12616295,0.5061582,7.5282717,0.9580734,0.14933033,5.0003715,3.9920518,28.339838,22.61777,141.69417,113.09141,547.33777
0.10677209,0.15729287,32.710808,0.106265835,0.15048979,32.806755,0.42468002,0.15025121,5.0006433,3.9915993,28.338713,22.618568,141.695,113.09263,32.225502
0.12549448,0.26538402,14.79445,0.12678118,0.26145157,13.881549,0.52918696,0.15035509,5.0007844,3.991475,28.338236,22.617838,141.69518,113.09322,44.120014
0.14184484,0.6006429,8.708804,0.1393268,0.58206344,8.637415,1.0613958,0.14947511,5.0015287,3.991847,28.340258,22.618284,141.69458,113.09179,637.9784
0.11483641,0.37707105,21.216816,0.11275446,0.37022415,21.517277,0.5490733,0.15021262,5.000187,3.9920192,28.338106,22.618608,141.69379,113.09325,113.78905
0.097688034,0.0025618365,32.09665,0.096980125,0.014165435,30.228477,0.44069195,0.14979942,5.0006804,3.9921486,28.338737,22.617624,141.69511,113.09296,17.635944
0.1285462,0.077544294,21.826612,0.12922122,0.093295984,20.764406,0.6612466,0.15040533,5.0011687,3.9920952,28.338934,22.617525,141.69508,113.09157,257.29904
0.11140788,0.41525313,24.031216,0.10895247,0.41619843,22.413261,0.7960736,0.14960541,5.0011516,3.9919772,28.339912,22.618217,141.69525,113.09181,393.48083
0.09100189,0.32821348,19.412912,0.09327096,0.32061258,18.455112,0.6786519,0.14946426,5.0013094,3.9919713,28.338997,22.618418,141.69484,113.09314,235.83305
0.09380505,0.31411898,22.001427,0.09170986,0.30898187,20.582758,0.761947,0.1494944,5.0012317,3.9921238,28.339499,22.61837,141.69455,113.09257,345.4249
0.105093315,0.30721453,24.404919,0.10490379,0.2951472,23.877409,0.5775884,0.15026286,5.0015554,3.9915311,28.339006,22.618505,141.69527,113.09234,169.38814
0.11080063,0.046959016,31.382109,0.110004306,0.059085026,30.762262,0.4868235,0.14998618,5.000647,3.9921863,28.338724,22.61835,141.69519,113.09274,95.496155
0.079872206,-0.06392975,32.562965,0.079911485,-0.055481855,32.271385,0.53113985,0.15029162,5.0010276,3.9923747,28.33883,22.618483,141.69507,113.091774,124.51593
0.11999672,0.10937452,17.053814,0.11763106,0.11154794,16.623653,0.79258114,0.14976722,5.0007367,3.992817,28.338938,22.618225,141.6942,113.09201,351.7122
0.105333574,0.1612506,30.882048,0.10430122,0.16530275,31.129124,0.44488418,0.15026982,5.000518,3.9916637,28.338705,22.618006,141.6945,113.092,59.732815
0.100663066,0.33793905,23.88944,0.10134986,0.31094497,24.095852,0.58270955,0.15033375,5.000931,3.991748,28.338465,22.61834,141.69473,113.092606,172.4606
0.13486525,0.3150328,20.120975,0.13424477,0.3102753,20.117126,0.7409584,0.15018418,5.0015607,3.9915364,28.339575,22.618645,141.6945,113.09145,378.66943
0.15040965,0.2912138,18.218134,0.14748958,0.3056657,17.31313,0.8209833,0.14952146,5.000401,3.99227,28.339619,22.618113,141.69426,113.091774,514.1059
0.09964321,0.26375282,27.823587,0.099207595,0.24767433,27.882853,0.7130467,0.14996749,5.0015874,3.992011,28.339613,22.61848,141.69478,113.09189,329.18387
0.12789768,0.35866663,17.78514,0.12897386,0.33798623,16.949612,0.6102355,0.1501991,5.001619,3.9910262,28.339163,22.617704,141.69562,113.09264,178.13284
0.101989396,0.027955046,32.002613,0.10046025,0.036551036,30.835562,0.44816166,0.15003045,5.000796,3.9919817,28.338877,22.617702,141.69565,113.09265,13.031661
0.08281941,0.37728903,25.19629,0.080933586,0.3693658,24.766926,0.6199468,0.14970747,5.000708,3.9917135,28.339157,22.61895,141.69495,113.09236,199.57893
0.081063226,0.26840752,25.143124,0.07941688,0.2783372,23.746622,0.6505714,0.14950116,5.0006337,3.9919567,28.33938,22.618292,141.6949,113.09204,236.98975
0.09333339,0.24520577,28.141874,0.09419444,0.25076553,27.735645,0.5724458,0.15028611,5.00108,3.9921932,28.338703,22.617382,141.69473,113.091965,103.06843
0.13181277,0.2981301,10.502994,0.12917848,0.29569778,10.375069,0.9442906,0.14948459,5.00064,3.992431,28.339624,22.61847,141.69412,113.091866,524.5997
0.13583495,0.35739174,15.655981,0.13441886,0.35036862,15.007492,0.8133783,0.14970389,5.001003,3.9916878,28.339619,22.619131,141.69487,113.09197,476.64716
0.11102515,0.30391735,14.244383,0.11352904,0.30231223,14.058832,0.8035229,0.14973398,5.00086,3.992178,28.339003,22.617874,141.6942,113.09215,363.73874
0.07383014,0.043716546,37.84126,0.07241504,0.061572257,36.59098,0.43566614,0.14991608,5.00072,3.9921865,28.338856,22.618113,141.69585,113.09272,2.8071127
0.10395659,-0.07305313,32.935932,0.10374174,-0.059585992,31.902979,0.4822387,0.14988776,5.001252,3.9921954,28.33902,22.618048,141.69527,113.09247,81.83213
0.08473141,0.17897007,32.945076,0.08479859,0.16899037,32.801823,0.46450204,0.14995149,5.0010924,3.9918876,28.338724,22.618711,141.69496,113.092995,61.566124
0.1582716,0.1706177,18.960663,0.1571691,0.15926774,18.142733,0.71001035,0.14978103,5.0019274,3.9913716,28.33988,22.618315,141.69522,113.09204,393.0428
0.12292209,0.45634955,3.0019507,0.12152997,0.4500982,1.5309166,1.15794,0.14920063,5.0013866,3.9923337,28.34027,22.61853,141.69518,113.09163,741.68427
0.12682308,0.50850827,9.973407,0.12658906,0.4960971,9.32903,0.9556244,0.14954433,5.0014424,3.9920185,28.339745,22.61845,141.69502,113.09249,511.56735
0.14602208,0.041634645,20.985964,0.14605512,0.030666944,20.333582,0.65250415,0.14997435,5.001273,3.9920404,28.339098,22.618011,141.69473,113.09247,277.49902
0.10873497,0.25718534,21.461433,0.109321676,0.24178593,22.038153,0.6528301,0.15019491,5.0014334,3.99194,28.338844,22.61857,141.69478,113.092606,198.64546
0.13710009,0.4543487,-2.4424849,0.13612206,0.43291384,-2.892562,1.0756139,0.14877312,5.001185,3.9921627,28.33997,22.618053,141.69446,113.09265,600.89795
0.12398887,-0.052105863,40.288654,0.12205983,-0.052734714,40.37302,0.29864794,0.15043554,5.000973,3.9913437,28.338997,22.618382,141.69554,113.09177,4.4190784
0.1736394,0.1301655,28.956177,0.17462811,0.12727703,28.981823,0.4667352,0.15089563,5.001543,3.990929,28.339245,22.617975,141.69545,113.09136,154.66737
0.10398014,0.3586542,28.695667,0.10287526,0.35051343,27.92523,0.58822066,0.1503169,5.0012655,3.9918041,28.33903,22.618088,141.69489,113.09204,181.35042
0.11949674,0.21649809,29.01926,0.119145654,0.19760323,29.680613,0.5176415,0.15054473,5.0009804,3.991557,28.33897,22.61861,141.6952,113.09189,128.12854
0.14569348,0.3511545,6.3338857,0.14517024,0.34077808,6.2584577,0.94237196,0.14951289,5.000933,3.9919643,28.339659,22.618603,141.69482,113.092354,509.18405
0.10614288,0.022517912,33.36838,0.10473897,0.036572006,32.3375,0.46247056,0.14974372,5.0010076,3.9920905,28.338955,22.618067,141.69513,113.09288,57.616585
0.076647714,0.25176817,26.688686,0.07652009,0.25277135,25.42821,0.71010995,0.14960557,5.0011125,3.9925132,28.339169,22.617825,141.69464,113.09245,259.22253
0.0918083,0.28699064,23.974451,0.09247106,0.2763079,23.684994,0.70878,0.14989342,5.001101,3.9924154,28.338852,22.618235,141.69499,113.09305,212.44328
0.085835285,0.31014323,22.125725,0.08367185,0.30577698,21.683779,0.573981,0.14988407,5.0006166,3.9916992,28.338888,22.618198,141.69513,113.092674,85.55147
0.118697315,0.1438461,14.8787155,0.11876678,0.163707,13.479797,0.74308145,0.14987405,5.0010943,3.9923193,28.339092,22.617336,141.69426,113.09166,323.20316
0.108368665,0.65148294,-0.23993893,0.10905388,0.6313445,-1.2160505,1.0980499,0.14945042,5.0016947,3.9919193,28.339817,22.617971,141.6945,113.09215,569.80493
0.11147498,0.49948585,12.582941,0.11150678,0.4904769,12.055983,0.8957104,0.14940172,5.00132,3.9917748,28.33977,22.618397,141.69449,113.09197,453.01828
0.08185782,0.1494829,32.692513,0.08118953,0.14524835,32.44828,0.5190736,0.1500349,5.001296,3.9918342,28.3391,22.619112,141.69543,113.09245,111.8713
0.095149755,8.040062e-05,34.93953,0.09356839,0.0056307726,34.025257,0.41362044,0.15003073,5.000734,3.992037,28.33879,22.618092,141.69496,113.092415,17.764112
0.10410055,0.2239717,22.727837,0.10301485,0.23565836,22.280827,0.6535256,0.14978777,5.000419,3.99224,28.338995,22.617981,141.69432,113.091995,251.97351
0.08092981,0.27127984,24.718605,0.08071669,0.25700343,24.189497,0.55382186,0.14998804,5.0013847,3.9918532,28.338686,22.618483,141.69516,113.09319,82.40826
0.1284542,0.41371566,27.242804,0.1295631,0.38956255,27.74116,0.63996685,0.15056449,5.002087,3.9913535,28.339302,22.618637,141.69527,113.09227,248.69714
0.08136364,0.23071201,31.762016,0.082809635,0.20615813,32.25999,0.51657605,0.1504519,5.0015016,3.991508,28.339056,22.61804,141.6957,113.09187,81.77448
0.13777134,0.35163784,15.87107,0.13679823,0.33144975,16.678432,0.6908853,0.15003948,5.0013294,3.9919112,28.338722,22.619184,141.69446,113.09357,237.61302
0.11913376,0.20418777,27.04264,0.11989759,0.18745476,26.732573,0.5808857,0.15007679,5.0014625,3.9915693,28.339273,22.619204,141.69553,113.09281,190.75743
0.10314303,0.07614015,28.776953,0.10023459,0.080197975,28.203377,0.57555205,0.14984655,5.000718,3.9925623,28.338694,22.618196,141.69452,113.09288,161.3508
0.07292227,0.27156815,16.181536,0.07506693,0.26340142,15.386174,0.6739669,0.14959808,5.0009003,3.992066,28.338736,22.617958,141.69519,113.09315,164.0439
0.15986285,0.12210058,27.47182,0.16034892,0.1180383,27.888172,0.46658912,0.1504517,5.001378,3.9911723,28.339127,22.618553,141.69542,113.092224,135.1409
0.09259697,0.2333625,20.271597,0.093298726,0.2280509,21.022545,0.64625335,0.1499395,5.001487,3.9921074,28.338888,22.617704,141.69466,113.09262,116.24315
0.079410665,0.23389542,18.92313,0.08069057,0.22446577,19.188217,0.7141132,0.1500034,5.001185,3.9924016,28.33864,22.61816,141.6947,113.0929,172.6916
0.060800333,0.2691013,27.801044,0.06013414,0.26135778,27.800434,0.6074922,0.1498983,5.0013747,3.9921882,28.33897,22.618319,141.69492,113.09264,101.065414
0.07262854,0.30319893,22.5465,0.07183721,0.29178005,22.689718,0.76525915,0.14969918,5.0014052,3.9921465,28.339466,22.618448,141.6953,113.09256,259.5191
0.10125484,0.14247492,27.287014,0.102236986,0.14306468,27.380142,0.5873253,0.1497305,5.0007033,3.9921541,28.338932,22.618681,141.6951,113.09302,155.37796
0.090537235,0.2265507,19.01242,0.089672625,0.21989794,19.71142,0.57229793,0.1503665,5.00086,3.991644,28.33866,22.61841,141.69527,113.09216,64.54813
0.1076335,0.22135967,29.426762,0.10871041,0.21960947,28.093815,0.56836843,0.14993192,5.001138,3.9917204,28.339249,22.617863,141.69481,113.09211,215.41084
0.12015853,0.20046568,31.041126,0.11969243,0.18752927,31.520382,0.50430524,0.15017697,5.001365,3.9914896,28.339098,22.618822,141.69514,113.09264,135.0197
0.1089039,0.5453323,7.670007,0.10762325,0.5336874,7.2422714,0.9370733,0.14961441,5.0008826,3.9917336,28.339651,22.618622,141.6941,113.09147,513.57513
0.09827019,0.18582988,29.805298,0.096107446,0.1704203,30.678644,0.60104823,0.15015273,5.001486,3.9918604,28.339165,22.618874,141.69495,113.09222,170.04185
0.15438275,0.48383564,4.584941,0.15229589,0.46877566,4.0128093,0.9167732,0.14949293,5.001177,3.9915562,28.33963,22.61888,141.69434,113.09232,554.62476
0.11970693,0.36103964,10.096483,0.11701499,0.3630405,9.768296,0.91790277,0.1496187,5.001121,3.9922931,28.33954,22.6183,141.69426,113.09194,434.7534
0.10238488,0.18341768,30.718462,0.099835835,0.17946465,30.780504,0.50349295,0.15020196,5.0010004,3.9919572,28.338724,22.618364,141.69406,113.09209,110.46466
0.0872896,0.32521924,18.835613,0.08547152,0.3363324,16.026192,0.74336463,0.14964965,5.0011883,3.9922924,28.3392,22.617737,141.69487,113.09232,270.7595
0.112342775,0.15475285,32.07334,0.11201855,0.16093226,30.395657,0.4307455,0.14994457,5.000932,3.9918103,28.33877,22.618034,141.695,113.09278,54.223778
0.11669441,0.4716096,8.344685,0.116993435,0.45963398,7.249605,0.91770685,0.14942615,5.0009437,3.992083,28.339367,22.618404,141.69427,113.09251,495.07034
0.12581255,0.19474776,26.54193,0.12647346,0.1863538,25.835154,0.48209646,0.15034421,5.0018053,3.9914021,28.338844,22.6179,141.69513,113.09274,85.095795
0.15294729,0.20000228,16.122229,0.15412092,0.18980731,16.016714,0.7608809,0.15005781,5.0019383,3.9916403,28.339596,22.618229,141.69489,113.09183,396.54868
0.112081766,0.46737707,17.300087,0.11095656,0.4697746,15.505943,0.8259197,0.14996512,5.0012207,3.9921634,28.339458,22.618011,141.69481,113.091705,398.19498
0.13279141,0.5145822,10.029148,0.13363831,0.48865813,9.901857,0.87768596,0.1494303,5.001666,3.991444,28.339737,22.619236,141.69435,113.092514,505.40848
0.11775639,0.28579262,27.654627,0.11617043,0.2774888,27.763916,0.53014266,0.15024245,5.0008225,3.9913175,28.339226,22.61824,141.69496,113.09166,141.6154
0.13019706,0.07973748,17.467867,0.12848827,0.08845601,16.34433,0.8136619,0.14972551,5.0008144,3.992715,28.339222,22.618341,141.69499,113.092064,409.93744
0.08770109,0.17277357,32.521847,0.087485716,0.17043042,32.061543,0.5459517,0.15013728,5.0012994,3.9921658,28.338858,22.618128,141.69554,113.09297,84.45694
0.117793776,0.31342053,19.975159,0.117981404,0.28601754,20.9409,0.608126,0.15049997,5.0010514,3.9918113,28.33843,22.618805,141.69522,113.09307,124.933136
0.12961991,0.09284869,29.417273,0.12935281,0.10512731,28.556974,0.40974006,0.1501194,5.0002136,3.9915462,28.338684,22.618626,141.69537,113.09254,83.41967
0.111401305,0.5042467,9.412615,0.11275019,0.49083054,8.687853,0.9612094,0.14952831,5.001774,3.9917147,28.340052,22.618462,141.69533,113.092285,492.33496
0.17365414,0.027559716,17.324684,0.17616098,0.013643278,17.573896,0.55362153,0.15021582,5.001225,3.991391,28.338951,22.617683,141.69482,113.09233,186.08005
0.10856591,-0.01200675,31.44328,0.10638007,-0.004782996,29.91051,0.5616668,0.14989991,5.0011024,3.9924722,28.339024,22.61818,141.69527,113.092674,159.95343
0.1382681,0.23734502,2.4574041,0.13801679,0.24381955,1.6011612,1.1066271,0.14913175,5.00191,3.9926767,28.339855,22.618692,141.69469,113.09264,674.65546
0.10889223,0.31443042,5.955038,0.10769289,0.32071108,3.7981586,1.1383231,0.14888568,5.000998,3.992906,28.340239,22.61786,141.69484,113.0916,693.67334
0.118158795,0.4274461,4.2073946,0.11799752,0.42669573,3.4342237,0.96652347,0.14958252,5.0012317,3.9922817,28.339418,22.61767,141.69435,113.09185,497.6869
0.14261761,0.15152453,28.318136,0.14584823,0.13745444,28.612669,0.4268875,0.1503994,5.001554,3.9911835,28.33876,22.618332,141.69495,113.092705,91.48085
0.11662953,0.13035485,34.31615,0.1193144,0.121027574,35.1092,0.39534083,0.1506146,5.0009136,3.9912925,28.338816,22.618212,141.69583,113.09214,23.704636
0.09333134,0.18144576,28.115217,0.092614755,0.20639111,27.486925,0.58119375,0.15019706,5.0002546,3.9922402,28.338896,22.617659,141.69537,113.09187,146.30196
0.08231113,0.47709048,15.507251,0.0823447,0.47661504,14.590193,0.88057053,0.14947368,5.00083,3.992075,28.339622,22.61787,141.69484,113.09171,422.9394
0.13031568,0.1678158,29.583567,0.1278365,0.17255612,28.706474,0.5599307,0.14972351,5.000713,3.991854,28.339314,22.618456,141.69427,113.09195,248.5296
0.09283263,-0.013186429,32.669113,0.092803575,0.0015320809,30.769098,0.47935882,0.14969409,5.0010934,3.9923944,28.33867,22.618103,141.69531,113.09368,30.46881
