Trace Width (Rx L mm),Trace Thickness (Rx L mm),Number of Turns (Rx L),Trace Width (Rx L+C mm),Trace Thickness (Rx L+C mm),Number of Turns (Rx L+C),Gap Between Segments (mm),Center Area Percentage,Capacitor Area Length (mm),Capacitor Area Width (mm),Rx Coil Area Length (mm),Rx Coil Area Width (mm),Tx Coil Area Length (mm),Tx Coil Area Width (mm),Final Mutual Inductance (nH)
0.1458389,0.42985326,36.23883,0.14561081,0.43142188,36.138847,0.2942862,0.15036342,5.0004644,3.9914515,28.339067,22.618473,141.69539,113.0932,21.082632
0.12712948,0.49365205,34.530224,0.1269842,0.49529922,34.460926,0.34388733,0.1501741,5.000721,3.9908047,28.339228,22.618786,141.69453,113.092636,42.051174
0.089963086,0.31435564,32.57917,0.08933322,0.31471515,32.28792,0.6868046,0.14938799,5.002244,3.9921398,28.339506,22.618448,141.69424,113.092575,328.06738
0.08689769,0.5681165,26.711798,0.086480066,0.56904054,26.54193,0.61310273,0.15010835,5.0006323,3.9910085,28.339401,22.618038,141.69502,113.09199,252.67744
0.093719885,0.38314015,44.501175,0.09318204,0.38473523,44.405514,0.3846574,0.14995116,5.0012655,3.9910352,28.339489,22.619257,141.69508,113.09288,92.29231
0.11874617,0.51576287,25.154991,0.118579574,0.51504666,25.06281,0.49607328,0.15053108,5.0010557,3.9906034,28.339273,22.618717,141.69563,113.091965,114.69966
0.11849224,0.08583644,64.04212,0.11825109,0.08770624,64.01155,0.17095782,0.1493603,5.0009775,3.9915054,28.339294,22.619205,141.69553,113.09343,84.49811
0.123791896,-0.06713818,33.06775,0.12354898,-0.067604065,32.889126,0.3904935,0.15017101,5.0010324,3.9922953,28.338173,22.618078,141.69608,113.09273,46.862286
0.11370732,0.62653995,37.346176,0.11335763,0.6292539,37.388435,0.50283337,0.14948009,5.001775,3.9913824,28.339514,22.61872,141.69528,113.09267,257.5762
0.1743743,0.3926382,37.343338,0.17435674,0.39489055,37.23752,0.3774134,0.1502885,5.0017567,3.99074,28.339413,22.619265,141.69492,113.093216,175.41428
0.08476755,0.69156176,42.657238,0.08458242,0.6926718,42.695812,0.3116363,0.14992924,5.0012417,3.991485,28.338608,22.618286,141.69542,113.09272,42.751823
0.116322905,0.35871208,18.681244,0.11586128,0.36057845,18.619585,0.6981742,0.14927413,5.000896,3.9917169,28.340237,22.618397,141.69449,113.09249,247.43321
0.14928795,0.34531325,15.547701,0.14905366,0.34745443,15.584664,0.6917388,0.150206,5.001353,3.991719,28.339155,22.618467,141.69482,113.092674,302.84158
0.09288851,0.3439775,32.664837,0.09266175,0.34468806,32.540348,0.54130787,0.14973311,5.001379,3.9918392,28.33904,22.617668,141.6955,113.092224,172.26846
0.07724507,0.5451873,27.53256,0.0768944,0.5452643,27.405996,0.5959012,0.1498969,5.001723,3.9917607,28.33926,22.61842,141.6958,113.09265,189.58481
0.081709,0.4795132,31.882982,0.08150798,0.48050636,31.692612,0.50444573,0.14972565,5.0010343,3.9911869,28.338987,22.619099,141.69435,113.09241,90.24309
0.15332596,0.2433229,6.2207255,0.15308608,0.24688911,5.966762,0.9769501,0.14960203,5.0004673,3.9923713,28.339516,22.618603,141.69511,113.091,643.96545
0.13499293,0.23580696,42.246845,0.13456178,0.23725365,42.16206,0.2480121,0.15022913,5.0018015,3.990854,28.339457,22.618382,141.69598,113.09124,55.387768
0.12777886,0.32172334,34.31667,0.1275342,0.32278705,34.34385,0.30038255,0.15077923,5.0015917,3.9909506,28.338951,22.61846,141.69536,113.09232,-4.9985366
0.095769204,0.4606553,56.147835,0.095433764,0.46192834,55.958344,0.1643825,0.15019757,5.0015798,3.9912853,28.33893,22.61883,141.69594,113.09201,-11.492074
0.0711383,0.60637635,46.156494,0.071034916,0.6076984,45.98545,0.29995626,0.15001693,5.0007534,3.9916992,28.338139,22.61824,141.6946,113.09231,56.802685
0.099136256,0.33001038,46.492516,0.09848651,0.33055052,46.349518,0.35045207,0.14995927,5.0011187,3.9916346,28.339287,22.618502,141.69528,113.09211,118.4223
0.09764386,0.6219388,26.757887,0.09758747,0.62354493,26.751425,0.5697434,0.14938864,5.0009723,3.9913204,28.339653,22.618805,141.69539,113.09253,246.5257
0.14689632,0.43254673,42.433716,0.14645787,0.4344599,42.210022,0.3277084,0.14989245,5.001128,3.9908152,28.339176,22.618917,141.6946,113.092125,167.15091
0.13253768,0.32644403,6.8177996,0.13198547,0.32949132,6.7163277,0.98740333,0.14949493,5.001458,3.9919908,28.340408,22.61803,141.69475,113.09233,558.3228
0.09700456,0.36975753,26.467333,0.096743375,0.37098232,26.389784,0.54780513,0.14996547,5.0011144,3.9922051,28.338863,22.618555,141.69467,113.09273,165.67125
0.10220289,0.34002846,23.99828,0.10210293,0.3403422,23.898808,0.5874427,0.15007098,5.0012965,3.9921277,28.338339,22.61812,141.69492,113.09263,162.2571
0.09761401,0.17304666,44.306007,0.09734132,0.17476667,44.353363,0.27869415,0.15031505,5.0016136,3.9912646,28.339596,22.618073,141.6955,113.09205,-6.821679
0.11659031,0.42319134,41.01585,0.11646281,0.4257575,41.012512,0.30064884,0.15004079,5.000574,3.9910703,28.339066,22.61908,141.69499,113.09261,40.998463
0.09199636,0.42271805,44.82525,0.091842666,0.42440304,44.830254,0.22327906,0.15060328,5.001349,3.9908354,28.338934,22.618584,141.69514,113.09193,-16.57109
0.14864488,0.4518356,51.040565,0.14806612,0.4531143,50.95601,0.1982062,0.15110216,5.0020022,3.9900324,28.339273,22.618969,141.6951,113.09154,113.56085
0.07755548,0.14317803,42.42343,0.077059835,0.14276364,42.271015,0.35630423,0.1500474,5.0006227,3.9923437,28.339022,22.618376,141.69447,113.09266,12.166101
0.112123094,0.53341645,45.528435,0.111544505,0.5346677,45.438732,0.23924276,0.15076616,5.000786,3.9910324,28.339243,22.618855,141.6957,113.09198,19.533651
0.09470403,0.33717978,48.28473,0.09413638,0.33860597,48.214233,0.28391176,0.15019053,5.0006156,3.9918044,28.339186,22.618176,141.69635,113.092064,27.81331
0.078633435,0.30726197,29.222912,0.07830284,0.30738652,29.152557,0.47982314,0.1501961,5.0005517,3.9918718,28.338694,22.618662,141.6948,113.09313,41.125385
0.14779782,0.5612579,36.65916,0.14766467,0.56379974,36.640945,0.3570882,0.15002987,5.0014596,3.9913776,28.339268,22.618597,141.6947,113.09206,157.81685
0.15473342,0.5264517,-1.3184584,0.1543292,0.5295008,-1.2737014,1.0884578,0.14950827,5.0006332,3.9915216,28.340477,22.619463,141.69536,113.09224,653.2983
0.03539357,-0.094073005,27.130844,0.035091165,-0.09410858,27.157457,0.621277,0.15013412,5.0001864,3.992335,28.33887,22.617981,141.69518,113.092735,15.32071
0.064521454,0.29115698,43.372116,0.06411414,0.29207125,43.24041,0.46096426,0.14995301,5.000524,3.9916034,28.339066,22.618681,141.69543,113.092415,148.0572
0.09973347,0.52596587,47.65728,0.09945041,0.5270651,47.872272,0.21297,0.15001862,5.0011916,3.9910336,28.339207,22.619247,141.69505,113.09323,-19.877094
0.1375744,0.37718466,28.884264,0.1372684,0.3775392,28.9483,0.40576226,0.1501199,5.001347,3.9916694,28.338577,22.61754,141.69524,113.09322,50.44784
0.1325362,0.5555112,45.912075,0.13244402,0.5576292,45.894005,0.27028272,0.14977342,5.001138,3.991067,28.339594,22.6191,141.69543,113.09242,128.58548
0.13817784,0.37829912,44.076195,0.13783945,0.3788333,43.997505,0.18505168,0.15069325,5.0007772,3.9916143,28.338379,22.618704,141.69543,113.09235,-13.939996
0.080755234,0.4809091,37.974983,0.08024224,0.48235604,37.85848,0.47782978,0.14985354,5.000645,3.991833,28.339437,22.618477,141.6954,113.09191,162.73332
0.09858709,0.5657702,29.387745,0.09828431,0.5659345,29.303516,0.4861369,0.14973605,5.000412,3.9916186,28.338667,22.617466,141.69551,113.09292,102.18106
0.06740289,0.6314601,39.803307,0.067024924,0.6329147,39.6411,0.44438288,0.14995228,5.0007052,3.9914615,28.339252,22.618788,141.69498,113.09263,122.317276
0.09315174,0.7196223,30.358503,0.09298912,0.7209804,30.216715,0.51513314,0.15008849,5.0005207,3.99151,28.3388,22.619085,141.695,113.09319,162.75153
0.093639866,0.3817957,37.070515,0.093120515,0.38242453,36.970818,0.3834125,0.15074688,5.000758,3.990684,28.33924,22.618153,141.69551,113.09178,36.07844
0.08443437,0.62622154,-0.2708972,0.08414987,0.6282958,-0.35377526,1.1563228,0.14945482,5.0012116,3.9923396,28.33978,22.618488,141.69476,113.092415,650.8212
0.11983303,0.64218116,45.28781,0.11933722,0.64298946,45.07955,0.32260835,0.14878973,5.000599,3.991199,28.33996,22.618301,141.6952,113.09265,110.30376
0.09777663,0.30088803,16.063953,0.09736609,0.3028405,15.919773,0.93512064,0.14924845,5.0007463,3.993055,28.339436,22.61789,141.69472,113.09241,558.71326
0.13803197,0.28732222,41.4366,0.13764024,0.2875311,41.335857,0.24167787,0.15073958,5.0007176,3.9908094,28.339,22.617699,141.69559,113.091805,-1.7990348
0.15815589,0.26837033,25.467113,0.15782243,0.26953158,25.376638,0.4874917,0.15024102,5.001982,3.991503,28.339363,22.617666,141.69557,113.09196,182.06937
0.12316729,0.73232174,-1.6311227,0.12261574,0.7343367,-1.6449838,1.19694,0.14924663,5.001476,3.9920046,28.340033,22.61885,141.69485,113.09272,712.3756
0.0659197,0.37211156,38.619747,0.0656315,0.3722952,38.367214,0.42588452,0.15003456,5.001155,3.9924042,28.338789,22.61768,141.69467,113.09259,38.970066
0.07640802,0.19404559,35.32194,0.07591415,0.19362982,35.192257,0.43802834,0.1500729,5.0009875,3.9915636,28.339045,22.618074,141.69473,113.0918,46.686172
0.08101507,0.42470542,21.727089,0.080936834,0.42615134,21.749071,0.5952445,0.14980043,5.0012264,3.9924548,28.339264,22.618528,141.69498,113.09268,129.20613
0.10943361,0.45442632,33.568226,0.10893659,0.4548571,33.41987,0.46483648,0.15033019,5.00082,3.9917216,28.33883,22.618803,141.69472,113.092735,137.87787
0.10973154,0.35044122,35.621326,0.10953049,0.35163274,35.630665,0.4467059,0.15029696,5.000927,3.9909842,28.338623,22.618023,141.6953,113.09244,158.15929
0.093774475,0.22738561,8.602821,0.09345466,0.22888863,8.471631,1.0273246,0.14942251,5.0010133,3.992649,28.339226,22.617563,141.69495,113.09236,518.4942
0.091337256,0.42099032,40.63961,0.091301285,0.42268094,40.64692,0.31799737,0.1498026,5.000782,3.9914763,28.338518,22.618301,141.69449,113.09318,-5.942472
0.13918668,0.41192758,79.54583,0.13866581,0.41472396,79.25406,-0.10520149,0.15043241,5.001215,3.9909961,28.338593,22.618723,141.69624,113.09225,35.68372
0.13860215,0.39372933,21.901308,0.13852969,0.39622065,21.721684,0.63454014,0.14944665,5.001294,3.9915378,28.339457,22.618761,141.69453,113.092094,291.8909
0.093240514,0.35367116,52.096016,0.09268048,0.35591546,51.992203,0.2542336,0.14973836,5.000374,3.9916708,28.339447,22.618208,141.69571,113.09209,38.78551
0.086625114,0.6458531,23.858675,0.08603261,0.64814436,23.625977,0.7781434,0.14899644,5.0005245,3.9919422,28.340027,22.617878,141.69395,113.091354,421.271
0.1294587,0.69634104,16.298641,0.12938006,0.6987934,16.229614,0.7221485,0.14972359,5.0013137,3.99128,28.339437,22.618855,141.69487,113.09274,357.04483
0.08633356,0.4231797,32.22002,0.08617878,0.42311352,32.371284,0.42474195,0.15019314,5.001281,3.9910085,28.338724,22.618883,141.69495,113.09307,21.799791
0.08940779,0.49596724,44.657948,0.088927016,0.4966831,44.47215,0.2644659,0.15024622,5.001301,3.9918861,28.338408,22.61827,141.69447,113.092285,23.96665
0.09679205,0.5073797,24.210617,0.096627444,0.508233,24.10811,0.5671551,0.15004042,5.0011344,3.9915886,28.338606,22.617956,141.6951,113.0927,167.9618
0.16602987,0.60693437,33.500294,0.16564831,0.6091767,33.430218,0.45180967,0.14971156,5.0016646,3.9912815,28.339174,22.618668,141.69519,113.092415,253.19699
0.1122861,0.218517,34.589714,0.11188827,0.21831164,34.75709,0.37651494,0.15058486,5.001213,3.9913895,28.338976,22.618242,141.69585,113.09265,28.524443
0.11483406,0.17272973,29.284676,0.11430333,0.17329764,29.197994,0.4710932,0.15046485,5.001369,3.9924195,28.338852,22.617912,141.6952,113.09274,75.46932
0.0954977,0.56283504,33.996674,0.09547176,0.5645242,34.028675,0.38150352,0.15009695,5.000743,3.9912841,28.338543,22.618334,141.69496,113.09288,71.08486
0.10246498,0.4321122,46.586273,0.102210104,0.43328196,46.529156,0.24498685,0.14999397,5.000845,3.9913805,28.338867,22.618113,141.69519,113.092354,11.470441
0.12511341,0.23673919,17.244175,0.1248075,0.23846829,17.242617,0.6331436,0.14992628,5.000634,3.9910915,28.339191,22.618422,141.69417,113.09275,192.84886
0.08288681,0.34722763,34.55817,0.08256004,0.34695765,34.541428,0.47372887,0.14951694,5.001021,3.992214,28.339178,22.618628,141.69527,113.092674,134.04553
0.12160039,0.2827689,34.33618,0.12120129,0.28417513,34.347664,0.38505474,0.15040456,5.0010324,3.990902,28.339771,22.618782,141.69499,113.09183,89.67092
0.1471231,0.5008172,29.291521,0.14666606,0.5044767,29.270672,0.52553123,0.14958842,5.0015216,3.990473,28.340487,22.618391,141.69516,113.09246,270.2944
0.10062273,0.57818955,27.338667,0.100435644,0.5785613,27.188837,0.5106591,0.14998613,5.00102,3.9914367,28.339193,22.618958,141.69489,113.09278,125.78006
0.08251146,0.35635585,44.928444,0.08215125,0.35836142,44.943027,0.313038,0.14960843,5.000791,3.9908388,28.33913,22.61864,141.69522,113.09322,-9.282581
0.101837866,0.2116125,31.059027,0.101379335,0.21372488,30.91616,0.52338797,0.15032262,5.0008426,3.9916024,28.339447,22.618208,141.6955,113.092094,141.89218
0.106170185,0.39648873,38.375847,0.10585069,0.39509082,38.249554,0.3715051,0.15052328,5.0007205,3.992119,28.337788,22.618269,141.69484,113.09226,95.06511
0.101262145,0.34181267,50.8722,0.10111062,0.34288675,50.928303,0.16293408,0.1500012,5.0016875,3.9911048,28.339195,22.618176,141.69475,113.092674,-45.756523
0.13927944,0.7176455,45.50864,0.13902625,0.7201391,45.526485,0.23094504,0.15015975,5.0016046,3.9904556,28.339527,22.619114,141.69493,113.0922,74.24056
0.12492231,0.6494317,30.61002,0.12451989,0.6520501,30.364992,0.6933991,0.1494279,5.001629,3.9922616,28.339684,22.619154,141.6945,113.09149,523.7979
0.09325619,0.38730985,52.791904,0.09260055,0.38791856,52.774986,0.25512832,0.14999402,5.0010653,3.99282,28.3394,22.618399,141.69524,113.092384,56.616497
0.0713337,0.2427604,26.919691,0.07122124,0.24229121,26.70547,0.6762219,0.14920074,5.001148,3.9926796,28.338821,22.61852,141.69418,113.093315,190.96939
0.122544274,0.4758969,20.898834,0.122241594,0.47791797,20.627758,0.748024,0.14912559,5.0008807,3.9922035,28.339203,22.618124,141.6944,113.09203,434.29016
0.11331757,0.45032755,37.51584,0.113097966,0.4521697,37.583504,0.39829144,0.1502189,5.000984,3.9907303,28.3391,22.618086,141.6957,113.09267,109.59455
0.09988113,0.28473833,24.985249,0.09904882,0.28604335,24.581812,0.82531214,0.14989306,5.000974,3.992672,28.339792,22.618113,141.69514,113.09191,414.6461
0.12661266,0.520761,36.536343,0.12657952,0.522177,36.569523,0.30376136,0.1500835,5.0014257,3.9914,28.338884,22.618637,141.69568,113.09243,22.442225
0.085790634,0.5881867,14.76152,0.08558166,0.5874131,14.911327,0.58444655,0.14982739,5.0012674,3.9917264,28.33925,22.61742,141.69524,113.09277,52.771507
0.11586024,0.47633433,35.061928,0.11555912,0.478191,34.831554,0.5184313,0.14977056,5.0009117,3.9919438,28.339476,22.619028,141.6953,113.09207,249.01933
0.13028526,0.37092036,35.328682,0.13015467,0.37179163,35.19961,0.37915227,0.14983124,5.000245,3.9911935,28.33869,22.618843,141.69498,113.09296,80.31923
0.10151066,0.40714824,40.291855,0.10101997,0.4070606,40.134136,0.33432162,0.15006284,5.000931,3.991771,28.339443,22.618063,141.69528,113.091965,45.03458
0.07069176,0.37968722,38.892456,0.070131324,0.37949196,38.839138,0.41846278,0.1501394,5.0024395,3.9919546,28.339045,22.618774,141.69568,113.09297,23.093678
0.08003534,0.5969466,34.866344,0.07988803,0.5991183,34.928185,0.42143008,0.14957044,5.000577,3.992038,28.338667,22.618202,141.69513,113.09324,74.24514
0.13416092,0.2807943,32.708305,0.13357829,0.28079674,32.48544,0.34819004,0.15069301,5.001438,3.9912221,28.338724,22.617476,141.69553,113.09183,21.94532
0.08384967,0.46282396,51.577854,0.08305879,0.464013,51.574318,0.31468806,0.1502762,5.0009985,3.9907584,28.33987,22.618923,141.69519,113.09211,78.37185
0.08537054,0.5033055,43.070377,0.0851858,0.5046869,43.056107,0.3571509,0.149363,5.001049,3.9912686,28.339798,22.6184,141.69519,113.092094,90.616035
0.12162258,0.1316829,11.225148,0.1209621,0.13368766,11.099787,0.95901597,0.1495604,5.001901,3.9922295,28.339964,22.61785,141.69534,113.09238,510.4169
0.1167236,0.46391287,53.04037,0.11618145,0.46378312,52.906063,0.20888965,0.15052707,5.001441,3.9913545,28.339338,22.618553,141.69464,113.09236,56.262405
0.076967575,0.21246102,36.988678,0.07632183,0.21280603,36.98987,0.50446236,0.14974271,5.001995,3.9919915,28.339361,22.618418,141.69586,113.09257,131.1589
0.08261178,0.5824089,42.546616,0.08230546,0.5821324,42.489292,0.39091703,0.14979029,5.001254,3.9914165,28.339394,22.619247,141.69548,113.09269,110.21119
0.11551154,0.3552451,28.610905,0.11568462,0.35635045,28.630733,0.44980997,0.14984754,5.0004654,3.991827,28.338701,22.618666,141.69405,113.09265,79.78659
0.07747756,0.52496487,30.730322,0.077517994,0.52564573,30.711304,0.5239368,0.14977257,5.0011783,3.9917045,28.338575,22.618992,141.6944,113.092804,120.23604
0.11957747,0.40299207,38.10391,0.118778534,0.40399307,37.895138,0.37315193,0.1504376,5.001353,3.9908416,28.33952,22.61823,141.69635,113.09176,79.10707
0.11381261,0.65378237,35.297585,0.11375414,0.65648675,35.049847,0.39713156,0.1500762,5.0011253,3.9911573,28.338694,22.618021,141.69423,113.09165,132.18573
0.105369754,0.43745556,6.8366904,0.10483056,0.4399308,6.682951,1.0353256,0.14929022,5.000933,3.9924228,28.340437,22.618896,141.69409,113.09142,561.967
0.10844948,0.2898024,30.628792,0.10845812,0.28997827,30.482319,0.49126604,0.15005773,5.000535,3.9925103,28.337786,22.618399,141.69502,113.09307,135.27368
0.13284118,0.44401887,35.712257,0.1329174,0.44631055,35.648907,0.34104478,0.14992335,5.0018387,3.991118,28.338423,22.618784,141.69467,113.09345,58.082314
0.069673605,0.48652425,53.59579,0.069098584,0.48632932,53.47729,0.25531903,0.14991836,5.0008807,3.9916458,28.339102,22.619598,141.69508,113.09237,66.432106
0.05791553,0.32664955,43.410393,0.057306364,0.32708558,43.160793,0.54251754,0.14930728,5.0003076,3.992366,28.339832,22.618385,141.69499,113.091736,217.39183
0.11970761,0.6669845,33.096985,0.11949503,0.6690995,32.79404,0.45387122,0.14977764,5.0009656,3.9911287,28.338745,22.617905,141.6942,113.091324,215.87183
0.15631102,0.28300357,46.92908,0.15596904,0.2843409,46.70119,0.2134512,0.14973105,5.001159,3.9910216,28.338934,22.618374,141.69466,113.09222,41.481625
0.10519234,0.3813135,28.387882,0.10461146,0.381579,28.437117,0.47957313,0.1502886,5.0010877,3.991875,28.338923,22.618273,141.69547,113.0929,93.39647
0.118360564,0.33729234,5.128447,0.11814327,0.3399145,5.134751,0.9596535,0.14966503,5.0013266,3.992795,28.339252,22.618322,141.69373,113.09306,439.285
0.10212122,0.48858857,27.776434,0.10182287,0.49018073,27.713074,0.58130497,0.14928278,5.0005507,3.9914722,28.33932,22.617983,141.69524,113.09256,225.70651
0.082345426,0.68750095,31.476458,0.082247004,0.6877398,31.437424,0.40844488,0.14998582,5.001163,3.991311,28.338589,22.618841,141.6949,113.092674,57.943813
0.106243156,0.3429042,47.629658,0.105813555,0.3428692,47.495335,0.2614209,0.14997585,5.0007024,3.9918902,28.338594,22.618832,141.696,113.09307,52.211174
0.063788645,0.5077477,30.117409,0.063418515,0.50739443,29.931992,0.5482497,0.14984709,5.000342,3.9919167,28.338991,22.618082,141.69537,113.09271,112.30626
0.09274481,0.17363003,42.817368,0.09231217,0.17478906,42.77054,0.37666783,0.14971486,5.0010395,3.991105,28.339487,22.618841,141.69608,113.092064,107.46058
0.0888796,0.23035228,32.93542,0.088880874,0.2310969,33.218735,0.4012474,0.149955,5.000285,3.9912653,28.339388,22.618551,141.69495,113.09312,-33.414734
0.102953054,0.8311817,-2.7246249,0.102814086,0.8334972,-2.7379224,1.1618602,0.14888962,5.0011115,3.9922578,28.34003,22.618269,141.69476,113.09249,721.022
0.09004264,0.29907438,35.176258,0.089502946,0.2994783,35.04866,0.4899938,0.15017512,5.000978,3.9915998,28.339169,22.61796,141.69505,113.09193,153.06035
0.069056824,0.61079985,36.247555,0.06891147,0.61235684,36.360645,0.45895675,0.14977139,5.000947,3.991507,28.33895,22.61908,141.69473,113.09309,51.826473
0.10527472,0.22407596,36.323307,0.10507448,0.22515982,36.261963,0.4185471,0.15020901,5.0010138,3.991602,28.33829,22.618553,141.69485,113.09305,75.81537
0.18412104,0.4102027,0.69970614,0.18379402,0.4134575,0.67516786,0.95866925,0.14984903,5.001544,3.9917655,28.33966,22.618286,141.69429,113.09228,594.9846
0.109687254,0.248853,19.679136,0.10916362,0.24882802,19.59747,0.66969734,0.15015991,5.0013413,3.992673,28.338772,22.617945,141.6962,113.093254,211.03159
0.1365385,0.46427348,17.527489,0.13631757,0.46778718,17.412014,0.8217178,0.14917256,5.0012345,3.991964,28.339857,22.618082,141.69473,113.09253,522.298
0.05235903,0.3314942,43.69134,0.052123085,0.33061576,43.34681,0.32473147,0.14974685,5.000979,3.9919024,28.339108,22.619421,141.69476,113.09203,-48.435467
0.08722697,0.3136581,36.212574,0.08703805,0.3134485,36.040306,0.4756802,0.1493521,5.001004,3.9919276,28.339216,22.619606,141.69458,113.092995,101.24502
0.12467378,0.20111816,57.821968,0.12414161,0.20219849,57.61855,0.18086909,0.15067881,5.0012913,3.991331,28.33917,22.618387,141.69556,113.091064,70.98831
0.108755074,-0.116154045,44.667534,0.10794663,-0.11638332,44.366943,0.34813565,0.14992458,5.0020094,3.9922788,28.339386,22.618917,141.69531,113.09217,36.062645
0.10854014,0.39819053,35.678635,0.10809835,0.39929804,35.758068,0.393599,0.1510312,5.0018363,3.9906945,28.33918,22.618404,141.69522,113.09194,92.24438
0.061611626,0.55573606,31.408485,0.06149106,0.55633336,31.416868,0.5052381,0.15002012,5.001312,3.9921255,28.338926,22.619144,141.69539,113.09281,113.933334
0.1466767,0.49132243,39.140488,0.1464025,0.4942536,39.029686,0.42272106,0.15003641,5.000975,3.991051,28.339525,22.618769,141.6947,113.092384,288.3011
0.09875433,0.578295,38.7218,0.09909261,0.58082634,38.66506,0.30023292,0.15020528,5.001923,3.9906378,28.338089,22.618145,141.69449,113.09348,-37.16718
0.08906868,0.61626786,21.228188,0.08885148,0.61648417,21.194712,0.6691453,0.14952825,5.0011964,3.9917138,28.339085,22.618626,141.69528,113.093475,229.68495
0.098194554,0.80155635,30.606247,0.09797551,0.8027025,30.423393,0.51674795,0.14962843,5.001192,3.9919925,28.339258,22.61808,141.69476,113.09168,185.24217
0.09321881,0.5153753,32.41611,0.09289725,0.51792985,32.258442,0.593591,0.14925797,5.0004187,3.9916434,28.339409,22.618061,141.6952,113.09227,305.25458
0.08878979,0.04189411,31.891005,0.08838783,0.042528033,31.829151,0.5132017,0.14978266,5.0009766,3.992267,28.338993,22.61915,141.69547,113.09275,53.932465
